"objectid","standort","ortsbezeichnung","quartier","stadtkreis","baujahr","historisches_baujahr","art_eigentuemer","eigentuemer","wasserart","brunnennummer","brunnenart","art","architekt_bildhauer","steinhauer","material_trog","material_saeule","material_figur","abgestellt","datum_abstellung","grund_abstellung","hkoord","vkoord","bemerkung1","bemerkung2","foto","druckzone","u_aks_nummer","datum_wiederinbetriebnahme","datum_aenderung","geometry"
"824","Stöckentobelstrasse/Loorenbachweg","bei Hütte","Fluntern/Hottingen/Witikon","7","1993","1964","Verschönerungsverein","Verschönerungsverein Zürich","Züriwasser","712","Brunnen des Verschönerungsvereins","öffentlich","","","Kunststein","Kunststein","","nein","","","2686288.968","1246756.331","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/712.jpg","BZ Witikon","{26853FB0-65A1-4EA5-92C1-13109A2E94E9}","","202308241444","POINT (2686289 1246756.4)"
"831","Lenggstrasse/Russenweg","","Riesbach","8","1985","1982","öffentlich","WVZ","Quellwasser","6042","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2685816.993","1245524.998","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6042.jpg","Brunnennetz","{2E487B0B-947E-4F08-9DC5-B140D962DCF6}","","202308241444","POINT (2685817 1245525)"
"832","Seewiesen-/Oetenbacherholzstrasse","Pfeil Richtung Gockhausen","Fluntern/Hottingen/Witikon","7","2015","","öffentlich","Verschönerungsverein Zürich","Züriwasser","961","Brunnen des Verschönerungsvereins","öffentlich","VVZ","VVZ","Holz","Holz","Holz","nein","","","2687178.755","1248080.371","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/961.jpg","GZ Looren","{3071F29E-F74E-4DA1-967E-47AC975B81DF}","","202308241444","POINT (2687178.8 1248080.4)"
"835","Hüttenkopfstrasse nach Nr. 74","beim Spielplatz","Schwamendingen","12","1978","","Verschönerungsverein","Verschönerungsverein Zürich","Züriwasser","1059","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","","","nein","","","2685683.644","1250358.657","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1059.jpg","Glattzone","{3697A291-954E-486A-BDFB-54950FE8A050}","","202308241444","POINT (2685683.8 1250358.6)"
"848","Helen Keller-/Altwiesenstrasse","","Schwamendingen","12","1985","1985","öffentlich","WVZ","Züriwasser","6054","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2687077.798","1250493.407","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6054.jpg","Glattzone","{507DC54D-35C5-4D87-B87B-5B8917C4E3DF}","","202308241444","POINT (2687077.8 1250493.4)"
"855","Kienastenwiesweg/Trichtenhausenstrasse","","Fluntern/Hottingen/Witikon","7","1979","1980","öffentlich","WVZ","Quellwasser","6028","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2687791.812","1245609.009","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6028.jpg","Brunnennetz","{593D65A9-8A50-47E7-826F-17BEC8201BC3}","","202308241444","POINT (2687791.8 1245609)"
"866","Wehrenbachtobel, bei Brücke","unterhalb Schützenhaus","Fluntern/Hottingen/Witikon","7","1947","1905","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","710","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","","","nein","","","2686462.602","1245306.291","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/710.jpg","Brunnennetz","{6E44A1A6-888E-4E6B-ACA3-6586BF53A63B}","","202308241444","POINT (2686462.5 1245306.2)"
"871","Forsthausstr. bei Dreiwiesenstr. 248","Försterbrunnen","Fluntern/Hottingen/Witikon","7","2022","1951","öffentlich","Verschönerungsverein Zürich","Züriwasser","707","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","Holz","","nein","","","2687045.381","1247679.106","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/707.jpg","GZ Looren","{7B07590A-56BD-43A8-8EB6-9B7EB33AC6C6}","","202308241444","POINT (2687045.5 1247679.1)"
"877","Forch-/Sempacherstrasse","","Fluntern/Hottingen/Witikon","7","1988","1988","öffentlich","WVZ","Quellwasser","6066","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2685458.748","1246016.225","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6066.jpg","Brunnennetz","{858B3C91-6CC6-4077-95CB-38C73D4E88DB}","","202308241444","POINT (2685458.8 1246016.2)"
"882","Stöckentobelstrasse","unterhalb Elefantenbach","Fluntern/Hottingen/Witikon","7","1952","","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","723","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","","","nein","","","2686158.735","1246383.867","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/723.jpg","fremde Anlagen","{89782B22-1B80-419B-B0B8-6C4C7A3DA129}","","202308241444","POINT (2686158.8 1246383.9)"
"885","Batteriestrasse, Hochwachtbrünneli","Reservoir Orelli","Fluntern/Hottingen/Witikon","7","1994","1950","Verschönerungsverein","Verschönerungsverein Zürich","Züriwasser","706","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","Holz","","nein","","","2685440.043","1248698.791","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/706.jpg","GZ Looren","{8F65DF12-519A-4BDD-9AAD-E417D12DB6B6}","","202308241444","POINT (2685440 1248698.8)"
"894","Katzenschwanz-/Buchrainstrasse","Herrenbrünneli","Fluntern/Hottingen/Witikon","7","2015","1996","öffentlich","Verschönerungsverein Zürich","Quellwasser","711","Brunnen des Verschönerungsvereins","öffentlich","","VVZ","Holz","Holz","","nein","","","2687577.319","1247607.227","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/711.jpg","Brunnennetz","{9EF9715E-E9C4-4A1F-88AE-0B5D7855CDC3}","","202308241444","POINT (2687577.2 1247607.2)"
"932","Witikoner-/Katzenschwanzstrasse","","Fluntern/Hottingen/Witikon","7","1979","1980","öffentlich","WVZ","Quellwasser","6029","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2687454.205","1246144.086","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6029.jpg","Brunnennetz","{D5AD7FE5-3A11-4422-B0D8-F9CC316EA1BD}","","202308241444","POINT (2687454.2 1246144.1)"
"953","Wehrenbachhalde","Pfadiweg kl. Steinbrunnen","Fluntern/Hottingen/Witikon","7","1934","1907","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","709","Brunnen des Verschönerungsvereins","öffentlich","","","","","","nein","","","2687425.375","1245212.758","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/709.jpg","Brunnennetz","{FE3A9DEE-4ABC-4FD7-A25E-6B3E108F155E}","","202308241444","POINT (2687425.5 1245212.8)"
"975","Biberlinstrasse/Klusweg","","Fluntern/Hottingen/Witikon","7","1963","1955","öffentlich","WVZ","Züriwasser","363","","öffentlich","","Sassella & Cie, Zürich","Iragna-Granit, hell","","","nein","","","2685552.168","1246501.489","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/363.jpg","BZ Witikon","{22C87171-C129-4156-B33A-2A16D55B097A}","","202308241444","POINT (2685552.2 1246501.5)"
"977","Kartausstrasse/Weineggstrasse","","Riesbach","8","1952","1933","öffentlich","WVZ","Züriwasser","405","","öffentlich","E. Schäfer,  Architekt","H. Markwalder","Segheriagranit","Segheriagranit","Segheriagranit","nein","","","2685330.315","1245778.695","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/405.jpg","HZ Sonnenberg","{23B03605-046C-474E-89CA-CE53B34C5B42}","","202308241444","POINT (2685330.2 1245778.8)"
"994","Trichtenhausenfussweg/Wiesliacher","","Fluntern/Hottingen/Witikon","7","1987","1987","öffentlich","WVZ","Züriwasser","1126","","öffentlich","Romano Fenaroli","Romano Fenaroli","Roter Ackerstein (Sernifit)","","","nein","","","2687687.022","1245461.618","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1126.jpg","GZ Looren","{2EC22F4E-3BC4-4C9C-9373-6EC9457E64BA}","","202308241444","POINT (2687687 1245461.6)"
"996","Degenriedstrasse vav. 135/Biberlinstrasse","beim Restaurant","Fluntern/Hottingen/Witikon","7","","1887","öffentlich","WVZ","Züriwasser","309","","öffentlich","","","Eichenholz","","","nein","","","2686117.052","1246907.894","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/309.jpg","BZ Witikon","{2FC5FEE1-E94E-479D-AFBD-8D4E156E38F8}","","202308241444","POINT (2686117 1246907.9)"
"1008","Weiherholzstrasse/Loorengutweg","Steinbrunnen","Fluntern/Hottingen/Witikon","7","1980","1933","öffentlich","WVZ","Züriwasser","349","","öffentlich","Aug. Schnell","O. Pedretti, Bildhauer","Eichenholz","Eichenholz","","nein","","","2687024.922","1247133.211","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/349.jpg","GZ Looren","{3799A671-6BA5-4FE2-84D6-95593FF42869}","","202308241444","POINT (2687025 1247133.2)"
"1009","Witikonerstrasse 397","","Fluntern/Hottingen/Witikon","7","1980","","öffentlich","WVZ","Quellwasser","312","","öffentlich","","Jo.von Wyl, Bildhauer","Jurakalk","Jurakalk","","nein","","","2687257.766","1246079.579","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/312.jpg","Brunnennetz","{38D30D97-3D93-4375-AC87-16E5E4614F64}","","202308241444","POINT (2687257.8 1246079.6)"
"1027","Witikonerstrasse, im Luckenholz","Luckenbrunnen","Fluntern/Hottingen/Witikon","7","1974","1861","öffentlich","WVZ","Züriwasser","306","","öffentlich","Romano Fenaroli, 8053 Zürich","Romano Fenaroli, 8053 Zürich","Sandstein","Sandstein","","nein","","","2688439.377","1246332.846","Oktober 2008: Wegen anhaltender Qualitätsprobleme wurde der Brunnen vom Quellwasser ab- und ans Verteilnetz angehängt.; 1861 Erstellungsjahr.; 1974 Brunnen an neuerstellten Fussweg zurückversetzt.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/306.jpg","GZ Looren","{4B9358A7-5C12-41FD-85F4-BE09F106B476}","","202308241444","POINT (2688439.5 1246332.9)"
"1029","Forchstrasse/Witellikerstrasse","","Riesbach","8","1985","1896","öffentlich","WVZ","Quellwasser","385","","öffentlich","Thomas Ehrler","Thomas Ehrler","Sandstein","Sandstein","","nein","","","2685954.285","1245356.659","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/385.jpg","Brunnennetz","{4C3514DB-0AF0-43D1-A08E-CDF4A4F9F2B3}","","202308241444","POINT (2685954.2 1245356.6)"
"1053","Witikonerstrasse/Kapfsteig","","Fluntern/Hottingen/Witikon","7","1936","1936","öffentlich","WVZ","Züriwasser","354","","öffentlich","E. Schäfer, Architekt","Otto Münch, Bildhauer","Uznaberger Sandstei","","","nein","","","2685604.899","1246188.335","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/354.jpg","HZ Sonnenberg","{5FC2B978-4E1D-4BC9-B730-BBCF21DAD38F}","","202308241444","POINT (2685605 1246188.4)"
"1067","Forchstrasse vav. 407","Tramhaltestelle Rehalp","Riesbach","8","1933","1931","öffentlich","WVZ","Züriwasser","403","","öffentlich","Hochbauamt","","Segheriagranit","","","nein","","","2686494.502","1245072.695","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/403.jpg","HZ Sonnenberg","{66FFA21C-C717-4479-89E6-44A124AA4FE3}","","202308241444","POINT (2686494.5 1245072.8)"
"1068","Loorenkopf","Aussichtsturm","Fluntern/Hottingen/Witikon","7","1973","1970","öffentlich","WVZ","Züriwasser","510","","öffentlich","Ernst Schüpfer","Ernst Schüpfer","roter Ackerstein","","","nein","","","2687661.897","1247193.723","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/510.jpg","GZ Looren","{6729FC38-D63C-4A91-A3F2-64F4D4062DF3}","","202308241444","POINT (2687662 1247193.8)"
"1093","Biberlinstrasse","Dorfbrunnen Steintrog","Fluntern/Hottingen/Witikon","7","1967","1965","öffentlich","WVZ","Züriwasser","365","","öffentlich","","","Sandstein","Sandstein","","nein","","","2685892.81","1246765.025","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/365.jpg","BZ Witikon","{7A66CBF2-FFCC-48CB-812A-F9933E2F2CF7}","","202308241444","POINT (2685892.8 1246765)"
"1101","Zürichbergstrasse","Zoo-Eingang","Fluntern/Hottingen/Witikon","7","1935","1935","öffentlich","WVZ","Züriwasser","352","","öffentlich","E. Schäfer, Architekt","Rud. Wenig, Bildhauer","Mägen. Muschelkalk","Mägen. Muschelkalk","Mägen. Muschelkalk","nein","","","2685753.071","1248759.95","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/352.jpg","GZ Looren","{7F68352B-9050-4973-ACA7-880FB6385EB3}","","202308241444","POINT (2685753 1248760)"
"1106","Kurhausstrasse/Sonnenbergstrasse","","Fluntern/Hottingen/Witikon","7","1910","1910","öffentlich","WVZ","Züriwasser","336","","öffentlich","Bösch, Bildhauer","Bösch, Bildhauer","Muschelkalkstein","Muschelkalkstein","Bronze","nein","","","2685435.379","1247494.544","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/336.jpg","BZ Orelli","{84BF6FB3-6B5B-4B54-AABD-C2684F26CE4A}","","202308241444","POINT (2685435.5 1247494.5)"
"1136","Burenweg/Hirtenweg","","Fluntern/Hottingen/Witikon","7","1978","1978","öffentlich","WVZ","Züriwasser","823","","öffentlich","","Romano Fenaroli","Sandstein","Sandstein","","nein","","","2686256.373","1245771.826","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/823.jpg","BZ Witikon","{992531C0-9028-41B3-9657-FB84843EFF60}","","202308241444","POINT (2686256.2 1245771.9)"
"1143","Witikonerstrasse/Waserstrasse","","Fluntern/Hottingen/Witikon","7","1938","1938","öffentlich","WVZ","Züriwasser","356","","öffentlich","E. Schäfer, Architekt","A. Huber, Bildhauer","Uznaberger Sandstei","","","nein","","","2686492.85","1245911.128","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/356.jpg","BZ Witikon","{9CAF7C4F-5917-41F7-971C-9FDC4AE26B79}","","202308241444","POINT (2686492.8 1245911.1)"
"1172","Dübendorfstrasse","Tramendstation Stettbach","Schwamendingen","12","2010","1986","öffentlich","WVZ","Züriwasser","1111","","öffentlich","Roland Hotz, Zürich","Roland Hotz","Liesberger Kalkstein","","","nein","","","2687363.825","1250225.679","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1111.jpg","Glattzone","{B3B60386-B09F-4550-AB12-D9948F340725}","","202308241444","POINT (2687363.8 1250225.6)"
"1216","Reservoir Oetlisberg","Witikon","Fluntern/Hottingen/Witikon","7","","1932","öffentlich","WVZ","Quellwasser","345","","öffentlich","","","Beton","","","nein","","","2687925.753","1245747.616","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/345.jpg","Brunnennetz","{CD0F8933-25EA-404E-8BCC-8FF000730F44}","","202308241444","POINT (2687925.8 1245747.6)"
"1224","Enzenbühlstrasse/Forchstrasse","","Riesbach","8","1985","1911","öffentlich","WVZ","Quellwasser","399","","öffentlich","Thomas Ehrler","Thomas Ehrler","Muschelkalkstein","Muschelkalkstein","","nein","","","2686245.784","1245103.309","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/399.jpg","Brunnennetz","{D4F74A18-9614-4E2B-B1FD-2A495F4A4A6A}","","202308241444","POINT (2686245.8 1245103.2)"
"1228","Berghaldenstrasse nach 62","","Fluntern/Hottingen/Witikon","7","1976","1891","öffentlich","WVZ","Quellwasser","310","","öffentlich","","","Sandstein","Sandstein","","nein","","","2687399.35","1245778.953","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/310.jpg","Brunnennetz","{D59BFB23-911C-445E-982D-CEEF8040DCDF}","","202308241444","POINT (2687399.2 1245779)"
"1243","Forchstrasse bei 265","","Fluntern/Hottingen/Witikon","7","2015","2015","öffentlich","WVZ","Quellwasser","389","","öffentlich","","Hofmeister und Kuster Natursteinarbeiten AG","Onsernone Gneis","","","nein","","","2685616.707","1245881.602","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/389.jpg","Brunnennetz","{DCA59BFC-E646-436A-9605-9D3FE481E981}","","202308241444","POINT (2685616.8 1245881.6)"
"1252","Witikonerstrasse/Berghaldenstrasse","Marmor-Brunnen","Fluntern/Hottingen/Witikon","7","1956","1950","öffentlich","WVZ","Züriwasser","362","","öffentlich","K. Kündig, Architekt","Hildi Hess, Bildhauer","Cristallinamarmor","","","nein","","","2687010.903","1245944.47","Brunnentrog wurde im Mai 2006 bei einem Brandanschlag komplett zerstört. Die Brunnenkommission entschied, das Becken durch Romano Fenaroli kopieren zu lassen. Wiederaufstellung neues Becken am 1. Nove","","https://wvzm0cun.global.szh.loc/Brunnenbilder/362.jpg","BZ Witikon","{E7607EE1-5D8B-4E7F-B647-A1E3E7EE0DD2}","","202308241444","POINT (2687011 1245944.5)"
"1258","Enzenbühlstrasse / Enzenried 1-12","Enzenried 1","Riesbach","8","1992","1992","öffentlich","WVZ","Quellwasser","368","","öffentlich","","","Bollinger Sandstein","Bollinger Sandstein","","nein","","","2685702.492","1244842.263","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/368.jpg","Brunnennetz","{EDE2816F-BDA1-4F9D-A1C9-6AFB9D01C36A}","","202308241444","POINT (2685702.5 1244842.2)"
"1260","Forchstrasse/Kapfsteig  2","","Fluntern/Hottingen/Witikon","7","1951","1928","öffentlich","WVZ","Quellwasser","307","","öffentlich","","","Bodio-Nero-Granit","","","nein","","","2685380.035","1246088.792","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/307.jpg","Brunnennetz","{EF99B7A1-9054-49AE-B7FA-DDEFC0727B41}","","202308241444","POINT (2685380 1246088.8)"
"1278","Orellistrasse/Zürichbergstrasse","","Fluntern/Hottingen/Witikon","7","1929","1929","öffentlich","WVZ","Züriwasser","344","","öffentlich","Franz Fischer","Franz Fischer","Würenloser Kalkstein","","","nein","","","2685548.982","1248496.393","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/344.jpg","GZ Looren","{FA3728B4-D857-4A93-A8F5-FF6B0599D820}","","202308241444","POINT (2685549 1248496.4)"
"16","Gutstrasse 158","","Wiedikon","3","1979","1979","öffentlich","WVZ","Quellwasser","6026","Notwasserbrunnen","Notwasserbrunnen","Alf Aebersold","","Bronzeguss","","","nein","","","2680391.312","1247571.108","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6026.jpg","Brunnennetz","{8751280D-03FA-4C28-A3C5-69460F41CB27}","","202308241444","POINT (2680391.2 1247571.1)"
"23","Bullinger.-/Norastrasse","","Aussersihl","4","2011","2011","öffentlich","WVZ","Quellwasser","6088","","Notwasserbrunnen","","","Bronzenguss","","","nein","","","2680818.687","1248452.712","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{B45257D0-45F7-45CA-B221-4D6A88FFF3BC}","","202308241444","POINT (2680818.8 1248452.8)"
"43","Bernhard Jäggi-Weg  61 ""Im Döltschi""","am Kehrplatz innerhalb der Wohnkolonie","Wiedikon","3","1945","1945","Privat","FGZ","Züriwasser","763","privater Brunnen","privat","Sommerfeld,Zink &   Landolt","Müller, Zürich","Sandstein","Sandstein","","nein","","","2680637.98","1246629.621","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{3E388380-4240-40FB-B338-45FB2F71D106}","","202308241444","POINT (2680638 1246629.6)"
"44","Meiliweg 6","Kindergartengebäude","Wiedikon","3","","1938","städtisch","IMMO","Züriwasser","556","Brunnen in städtischer Liegenschaft","öffentlich","","","Metall","","","nein","","","2681444.938","1246859.374","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{86BA8200-4105-4634-8A2B-DBF8735AC232}","","202308241444","POINT (2681445 1246859.4)"
"58","Dennlerstrasse 55","Sportplatz Utogrund","Altstetten/Albisrieden","9","1970","","städtisch","unbekannt","Züriwasser","920.1","Brunnen in städtischer Liegenschaft","öffentlich","","","Gneis Gemauert","Gneis Gemauert","","nein","","","2679843.231","1248148.944","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{6046DC35-3407-4E8D-A700-1C997F958EC7}","","202308241444","POINT (2679843.2 1248149)"
"59","Sihlfeldstrasse 165","Schulhaus Sihlfeld","Aussersihl","4","","1918","städtisch","IMMO","Züriwasser","568.2","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2681256.052","1248333.751","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{30AD5C4E-DE90-4928-B027-587B621182A7}","","202308241444","POINT (2681256 1248333.8)"
"61","Bullingerstrasse 4","bei der Bullingerkirche","Aussersihl","4","","1957","Privat","Kirchengemeinde Aussersihl","Züriwasser","769","privater Brunnen","privat","","","Kalkstein","","","nein","","","2681287.147","1248247.377","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{C42C075F-9A8B-4E9C-AB9C-628C80DCBDA7}","","202308241444","POINT (2681287.2 1248247.4)"
"62","Sihlfeldstrasse 165","Schulhaus Sihlfeld","Aussersihl","4","","1918","städtisch","IMMO","Quellwasser","568.1","Brunnen in städtischer Liegenschaft","öffentlich","","","Muschelkalk","","","nein","","","2681294.618","1248372.005","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{D30464F3-EFCE-4101-AF6C-C65D0F460D54}","","202308241444","POINT (2681294.5 1248372)"
"65","Hohlstrasse 236","Schulhaus Hard","Aussersihl","4","1980","","städtisch","IMMO","Quellwasser","567","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2681354.203","1248527.847","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{0BE8CAE2-9DD0-4317-938F-D6C1AB488A02}","","202308241444","POINT (2681354.2 1248527.9)"
"66","Albisriederstrasse bei 31","Friedhof Sihlfeld D","Wiedikon","3","1984","1933","städtisch","IMMO","Züriwasser","551","Brunnen in städtischer Liegenschaft","öffentlich","","","Kunststein","Kunststein","","nein","","","2680676.314","1247959.342","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{4948A903-0D2E-4D14-8841-3163A2D2E430}","","202308241444","POINT (2680676.2 1247959.4)"
"67","Aemtlerstrasse vav. 112","Friedhof Sihlfeld B","Wiedikon","3","1985","1912","städtisch","IMMO","Züriwasser","552.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2680928.242","1247551.074","","vor 1985","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{CF9429FB-2216-4949-AA08-F858B95CA5F7}","","202308241444","POINT (2680928.2 1247551.1)"
"70","Aemtlerstrasse 101","Schulhaus Aemtlerstrasse","Wiedikon","3","1972","","städtisch","IMMO","Züriwasser","549","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","Granit","","nein","","","2681112.159","1247573.846","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{8A5646B2-EC48-44E0-B402-1E78D67D965A}","","202308241444","POINT (2681112.2 1247573.9)"
"71","Aemtlerstrasse vav. 112","Friedhof Sihlfeld B","Wiedikon","3","1985","1912","städtisch","IMMO","Züriwasser","552.1","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2681006.194","1247633.888","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{E0A9BB88-BCEC-4466-BFC6-6ABD16F4F35F}","","202308241444","POINT (2681006.2 1247633.9)"
"72","Zurlindenstrasse 137/Kalkbreitestr.","Schulhaus Zurlindenstrasse","Wiedikon","3","1994","","städtisch","IMMO","Quellwasser","548","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2681475.877","1247346.723","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{1FEEA658-B09B-4813-98F3-430850320B93}","","202308241444","POINT (2681476 1247346.8)"
"77","Eugen Huber-Strasse 150","Schulhaus Chriesiweg","Altstetten/Albisrieden","9","","","städtisch","unbekannt","Züriwasser","912","Brunnen in städtischer Liegenschaft","öffentlich","E. Stanzani, Zürich","Buss AG, Pratteln","rostfreier Stahl","","rostfreier Stahl","nein","","","2678140.074","1249182.573","Brunnenwasser über Hauszähler verrechnet (Abo-Nr. 33'312)","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{63ABF423-6B79-4865-8D3A-2F7CBD7276CC}","","202308241444","POINT (2678140 1249182.6)"
"78","Dachslernstrasse 6","Schulhaus Dachslernstrasse","Altstetten/Albisrieden","9","1973","","städtisch","IMMO","Züriwasser","623","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","Granit","","nein","","","2678765.488","1249097.571","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{ABD0B96B-0212-41F5-9911-E5F404A4C1DE}","","202308241444","POINT (2678765.5 1249097.6)"
"79","Badenerstrasse 618","Schulhaus Kappeli","Altstetten/Albisrieden","9","","","städtisch","IMMO","Züriwasser","627","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2679590.46","1248900.757","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{37EA6735-8958-4F81-88E3-FEADA7A21AF6}","","202308241444","POINT (2679590.5 1248900.8)"
"80","Pfarrhausstrasse  19,21","bei der Kirche Altstetten","Altstetten/Albisrieden","9","1941","1941","Privat","Kirchgemeinde Altstetten","Züriwasser","762","privater Brunnen","privat","Werner M. Moser,Arch.","","Kunststein","","","nein","","","2678998.213","1248952.928","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{9308E2EC-1870-4B7A-A47B-8497A0223CBE}","","202308241444","POINT (2678998.2 1248952.9)"
"81","Frauenmatt, / Vorder Betenthal","Korporationswald Altstetten","Altstetten/Albisrieden","9","2019","1961","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","717","Brunnen des Verschönerungsvereins","öffentlich","","","Holz","Holz","","nein","","","2677120.764","1248316.562","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/717.jpg","Brunnennetz","{4DBA08AF-3EDE-49DF-8511-34711DF04B32}","","202308241444","POINT (2677120.8 1248316.5)"
"82","Lyrenweg 300","CVJM-Quelle","Altstetten/Albisrieden","9","","","Privat","unbekannt","eigene Versorgung","845","privater Brunnen","privat","","","","","","nein","","","2677678.838","1248750.34","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","fremde Anlagen","{75404506-4100-4145-972B-2E26C6BC3A01}","","202308241444","POINT (2677678.8 1248750.4)"
"83","Flurstrasse 65","UBS","Altstetten/Albisrieden","9","1950","1986","Privat","UBS","Züriwasser","1113","privater Brunnen","privat","Ivan Pestalozzi, 8122 Binz","Ivan Pestalozzi","Eisenplastik","","","nein","","","2679721.674","1248589.937","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1113.jpg","Limmatzone","{70D609A7-4973-43AA-B3D3-01AA7A0DA917}","","202308241444","POINT (2679721.8 1248589.9)"
"84","Eugen Huber-Strasse 6","Schulhaus Eugen Huber-Strasse","Altstetten/Albisrieden","9","","","städtisch","IMMO","Züriwasser","630","Brunnen in städtischer Liegenschaft","öffentlich","","","Beton","","","nein","","","2679086.903","1248789.848","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{DDF65A31-EB16-4F15-9EDA-D3A84AF043EF}","","202308241444","POINT (2679087 1248789.9)"
