"objectid","standort","ortsbezeichnung","quartier","stadtkreis","baujahr","historisches_baujahr","art_eigentuemer","eigentuemer","wasserart","brunnennummer","brunnenart","art","architekt_bildhauer","steinhauer","material_trog","material_saeule","material_figur","abgestellt","datum_abstellung","grund_abstellung","hkoord","vkoord","bemerkung1","bemerkung2","foto","druckzone","u_aks_nummer","datum_wiederinbetriebnahme","datum_aenderung","geometry"
"158","Kilchbergstr. nach Nr. 11 /Kilchbergsteig","Kirche","Enge/Wollishofen/Leimbach","2","1919","","Privat","unbekannt","Quellwasser","947","privater Brunnen","privat","","","","","","nein","","","2682669.956","1244164.888","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/947.jpg","Brunnennetz","{804B3959-29D4-4BCD-B2BB-DD5E9977928F}","","202308241444","POINT (2682670 1244164.9)"
"160","Schulhaus Im Lee","Kilchbergstrasse 50","Enge/Wollishofen/Leimbach","2","1952","1953","Privat","IMMO","Züriwasser","542","Brunnen in städtischer Liegenschaft","privat","","","Beton","","","nein","","","2682889.922","1243736.372","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{E06F22B8-5985-49DA-9E95-1C818752CB6B}","","202308241444","POINT (2682890 1243736.4)"
"164","Widmerstrasse 8","Ortsmuseum, Haus Sasella","Enge/Wollishofen/Leimbach","2","1973","","städtisch","IMMO","Quellwasser","778","Brunnen in städtischer Liegenschaft","öffentlich","","","Muschelkalk","Muschelkalk","Guss","nein","","","2683025.051","1243610.409","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/778.jpg","Brunnennetz","{C1431C10-8AE6-478F-87BB-BFBF622EE1C9}","","202308241444","POINT (2683025 1243610.4)"
"169","Albisstrasse 169, 171","Trinkbrunnen SWW Moos","Enge/Wollishofen/Leimbach","2","1913","1974","städtisch","WVZ","Züriwasser","950.1","Brunnen in städtischer Liegenschaft","öffentlich","E. Gisel, Zürich","E. Gisel, Zürich","Granit","","","nein","","","2682563.992","1242709.191","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/950.1.jpg","HZ Albisrieden-Leimbach","{55D1EE31-71D1-4FD0-882B-E73AF6618911}","","202308241444","POINT (2682564 1242709.2)"
"170","Albisstrasse 169, 171","Springbrunnen SWW Moos","Enge/Wollishofen/Leimbach","2","","1974","städtisch","WVZ","Züriwasser","950.2","Brunnen in städtischer Liegenschaft","öffentlich","","","Beton","","","nein","","","2682528.903","1242700.67","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/950.2.jpg","HZ Albisrieden-Leimbach","{9B26E211-C282-4D4A-A144-40D5C46A6C70}","","202308241444","POINT (2682529 1242700.6)"
"171","Gablerstrasse 71/Moosstrasse 40","Schulhaus Entlisberg","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","538.2","Brunnen in städtischer Liegenschaft","öffentlich","","","Gemauert","","","nein","","","2682316.243","1243523.548","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{0402C202-88EC-487C-9333-CDD935737F70}","","202308241444","POINT (2682316.2 1243523.5)"
"172","Gablerstrasse 71/Moosstrasse 40","Schulhaus Entlisberg","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","538.1","Brunnen in städtischer Liegenschaft","öffentlich","","","Gemauert","","","nein","","","2682262.74","1243572.071","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{6D1035E7-AB39-4F19-AA3C-6A7437042F93}","","202308241444","POINT (2682262.8 1243572.1)"
"183","Bachstrasse 7","GZ Wollishofen","Enge/Wollishofen/Leimbach","2","1961","1962","städtisch","IMMO","Züriwasser","545","Brunnen in städtischer Liegenschaft","öffentlich","","","Kalkstein","","","nein","","","2682918.806","1244394.389","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{A4FBF858-6C72-42DD-895B-719C79A2D4E4}","","202308241444","POINT (2682918.8 1244394.4)"
"186","Kilchbergstrasse 23","Schulhaus Wollishofen","Enge/Wollishofen/Leimbach","2","","1957","städtisch","IMMO","Züriwasser","528","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682777.515","1244085.619","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{8D55023C-CC1B-48CB-B4B8-407DF28A16A2}","","202308241444","POINT (2682777.5 1244085.6)"
"217","Erligatterweg 45-51","Schulhaus Neubühl","Enge/Wollishofen/Leimbach","2","","","städtisch","unbekannt","Züriwasser","1020","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2682695.922","1243006.579","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{A1106794-558F-460D-AA48-EA7F3A48D9AB}","","202308241444","POINT (2682696 1243006.6)"
"220","Butzenstrasse 49","Kantonale Gehörlosen-Schule","Enge/Wollishofen/Leimbach","2","","","Privat","Kanton Zürich","Züriwasser","1029","privater Brunnen","privat","","","","","","nein","","","2682055.876","1243855.867","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{E9086B8B-FD95-43A5-8B17-2CE7D6FBF60A}","","202308241444","POINT (2682056 1243855.9)"
"224","Erligatterweg 36","Seewasserwerk Moos","Enge/Wollishofen/Leimbach","2","","1979","städtisch","WVZ","Züriwasser","1035","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682581.811","1243035.196","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{E126C5E9-C156-4B04-A5BC-DDC4161718B8}","","202308241444","POINT (2682581.8 1243035.2)"
"267","Bleulerstrasse bei 82","Epilepsie-Klinik","Riesbach","8","","1993","Privat","Epilepsie-Zentrum","Züriwasser","1171","privater Brunnen","privat","Hans Meyenburg, 8032 Zürich","Anna-Maria Bauer, 8002 Zürich","Muschelkalk","","","nein","","","2685596.464","1244644.688","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Sonnenberg","{B7BD5A78-AEB3-468B-9249-9EDF924E309B}","","202308241444","POINT (2685596.5 1244644.8)"
"294","Wettsteinstrasse 2","","Enge/Wollishofen/Leimbach","2","","","städtisch","LV","Züriwasser","1192","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682859.847","1244084.573","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{5DD48000-5D10-4B77-928F-FDB35E25C2AB}","","202308241444","POINT (2682859.8 1244084.6)"
"318","Kilchbergstrasse 34","Schulhaus Wollishofen","Enge/Wollishofen/Leimbach","2","","","Privat","IMMO","Züriwasser","529.2","Brunnen in städtischer Liegenschaft","privat","","","Kunststein","","","nein","","","2682787.593","1243932.897","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{D08EA3EE-1305-4D23-A99E-B573ACC9C652}","","202308241444","POINT (2682787.5 1243932.9)"
"319","Kilchbergstrasse 28","Schulhaus Wollishofen","Enge/Wollishofen/Leimbach","2","","","Privat","IMMO","Züriwasser","529.1","Brunnen in städtischer Liegenschaft","privat","","","Kunststein","","","nein","","","2682764.344","1244010.811","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{84EB68EA-2B1E-4C9B-B645-900041CC47E4}","","202308241444","POINT (2682764.2 1244010.8)"
"322","Tannenrauchstrasse 10","Schulhaus Manegg","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","536","Brunnen in städtischer Liegenschaft","öffentlich","","","Muschelkalk","","","nein","","","2682216.801","1244706.217","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{CB9CCF98-B08D-4FBC-8044-75C195AAAED3}","","202308241444","POINT (2682216.8 1244706.2)"
"323","Farenweg 9","beim Kindergarten","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","537","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","","nein","","","2682222.254","1243814.506","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","HZ Albisrieden-Leimbach","{F2B5DBEC-0F73-4D0C-803D-C5BA10CC119A}","","202308241444","POINT (2682222.2 1243814.5)"
"325","Honeggerweg 8","Schulpavillon","Enge/Wollishofen/Leimbach","2","","","städtisch","IMMO","Züriwasser","540","Brunnen in städtischer Liegenschaft","öffentlich","","","granit","","","nein","","","2682718.074","1243632.62","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{34A42F46-C30C-4498-B5E5-9BEA9BD63433}","","202308241444","POINT (2682718 1243632.6)"
"405","Seestrasse 422,  426","westlich Nr. 422 und 426","Enge/Wollishofen/Leimbach","2","","","Privat","unbekannt","eigene Versorgung","812","privater Brunnen","privat","","","Granit","","","nein","","","2682927.686","1244070.22","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","fremde Anlagen","{813BF178-D9D2-4203-BB40-E6A002A6C1F1}","","202308241444","POINT (2682927.8 1244070.2)"
"457","Paradiesstrasse 45","Krankenheim Entlisberg, beim Personalhaus","Enge/Wollishofen/Leimbach","2","","1975","städtisch","SAD","Züriwasser","977.1","Brunnen in städtischer Liegenschaft","öffentlich","Hertig Hertig & Schoch","Ernst Burgdorfer","Sichtbeton","Sichtbeton","Bronze","nein","","","2682234.94","1243167.218","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/977.1.jpg","HZ Albisrieden-Leimbach","{A5B4CAEA-4CEC-41F5-99BB-4A56E46CD8EA}","","202308241444","POINT (2682235 1243167.2)"
"458","Paradiesstrasse 45","Krankenheim Entlisberg, beim Heimtrakt","Enge/Wollishofen/Leimbach","2","","2004","städtisch","SAD","Züriwasser","977.2","Brunnen in städtischer Liegenschaft","öffentlich","Hertig Hertig & Schoch","Emilio Stanzani","Sichtbeton","Sichtbeton","Bronze","nein","","","2682309.858","1243165.442","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/977.2.jpg","HZ Albisrieden-Leimbach","{5DC24B56-3AEA-45F1-B8C0-AC544E52C743}","","202308241444","POINT (2682309.8 1243165.5)"
"473","Seestrasse 451","Badanstalt Wollishofen","Enge/Wollishofen/Leimbach","2","","","städtisch","UGZ","Züriwasser","544.1","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2683039.723","1243945.038","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{BFFD3CB3-7B38-48C0-B3C6-9B2681486D08}","","202308241444","POINT (2683039.8 1243945)"
"474","Seestrasse 451","Badanstalt Wollishofen","Enge/Wollishofen/Leimbach","2","","","städtisch","UGZ","Züriwasser","544.2","Brunnen in städtischer Liegenschaft","öffentlich","","","","","","nein","","","2683047.748","1243922.409","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{F6BCEE48-92B9-43A0-B302-50D8E2866A89}","","202308241444","POINT (2683047.8 1243922.4)"
"530","Friedhof Manegg, Rainstrasse","","Enge/Wollishofen/Leimbach","2","1908","1938","städtisch","IMMO","Züriwasser","527.1","Brunnen in städtischer Liegenschaft","öffentlich","","","Kunststein","","","nein","","","2682054.649","1244590.447","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{848E3185-D514-400C-BB4E-295F12DA3763}","","202308241444","POINT (2682054.8 1244590.5)"
"531","Friedhof Manegg, Rainstrasse","","Enge/Wollishofen/Leimbach","2","1908","1938","städtisch","IMMO","Züriwasser","527.3","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","Granit","Bronze","nein","","","2682008.279","1244259.956","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{C8463D56-BF34-4EBD-A754-AB65B31F38CC}","","202308241444","POINT (2682008.2 1244260)"
"532","Friedhof Manegg, Rainstrasse","","Enge/Wollishofen/Leimbach","2","","1938","städtisch","IMMO","Züriwasser","527.2","Brunnen in städtischer Liegenschaft","öffentlich","","","Granit","","Bronze","nein","","","2682122.935","1244369.611","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{374D63CB-C398-47D4-ADA4-B85892BCE492}","","202308241444","POINT (2682123 1244369.6)"
"533","Friedhof Manegg, Rainstrasse","","Enge/Wollishofen/Leimbach","2","1908","1938","städtisch","IMMO","Züriwasser","527.4","Brunnen in städtischer Liegenschaft","öffentlich","","","Sandstein, gemauert","","Bronze","nein","","","2682004.101","1244425.354","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{AAD9F5B4-680A-4545-8512-99960F977D07}","","202308241444","POINT (2682004 1244425.4)"
"686","Mythenquai-Bahnhof Wollishofen","ausserhalb Strandbad","Enge/Wollishofen/Leimbach","2","1935","1935","öffentlich","WVZ","Züriwasser","145","","öffentlich","E. Schäfer, Architekt","O. Münch, Bildhauer","Castionegranit","","Bronze","nein","","","2682799.772","1244811.947","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/145.jpg","Limmatzone","{8BC86094-FF83-4D6C-A863-D6FABD2A9C0E}","","202308241444","POINT (2682799.8 1244812)"
"687","Auf der Egg","Kirche Wollishofen","Enge/Wollishofen/Leimbach","2","1941","1941","öffentlich","WVZ","Züriwasser","152","","öffentlich","O. Bänninger, Bildhauer","O. Bänninger, Bildhauer","Castionegranit,","","Giallo-Perlato-Stein","nein","","","2682684","1243913.774","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/152.jpg","Limmatzone","{9C79A735-DB92-4590-9E9B-10D93844219B}","","202308241444","POINT (2682684 1243913.8)"
"688","Seestrasse","Bahnunterführung Wollishofen","Enge/Wollishofen/Leimbach","2","1986","1938","öffentlich","WVZ","Züriwasser","149","","öffentlich","E. Schäfer, Architekt","L. Berger, Zürich","Iragnagranit, hell","","Iragnagranit, hell","nein","","","2682864.057","1244224.822","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/149.jpg","Limmatzone","{E1EBC672-7854-4C05-B9F8-01BE65102CC4}","","202308241444","POINT (2682864 1244224.9)"
"698","Kalchbühlstrasse","Honeggerweg","Enge/Wollishofen/Leimbach","2","","1948","öffentlich","Baugenossenschaft Waidberg","Züriwasser","158","","öffentlich","Prof. Dr. W. Dunkel","U. Schoop, Zürich","Castionegranit","","","nein","","","2682651.063","1243637.301","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/158.jpg","Limmatzone","{85C3AB3E-494A-4073-9100-220356EBFAD8}","","202308241444","POINT (2682651 1243637.2)"
"700","Mutschellenstrasse/Thujastrasse","","Enge/Wollishofen/Leimbach","2","2001","1943","öffentlich","WVZ","Quellwasser","154","","öffentlich","E. Schäfer, Architekt","","Iragnagranit","","","nein","","","2682295.037","1244909.804","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/154.jpg","Brunnennetz","{4F98FA71-26F8-4369-81E0-B4DA7391CA77}","","202308241444","POINT (2682295 1244909.8)"
"708","Paradiesstrasse/Entlisbergstrasse","","Enge/Wollishofen/Leimbach","2","1932","1932","öffentlich","WVZ","Züriwasser","141","","öffentlich","E. Schäfer, Architekt","G. Clivio, Albisrieden","Segheriagranit","","","nein","","","2682101.133","1243279.145","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/141.jpg","Limmatzone","{AEE3A2F4-C7E3-44CE-B9F3-1CECC2723A66}","","202308241444","POINT (2682101.2 1243279.1)"
"749","Rainstrasse vor 5","Pumpbrunnen","Enge/Wollishofen/Leimbach","2","1981","1981","öffentlich","WVZ","Züriwasser","1060","","öffentlich","Fässler, 8032 Zürich","Von Wyl, 8048 Zürich","Muschelkalk","","","ja","20220915000000","Defekt!","2682418.15","1244004.715","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1060.jpg","Limmatzone","{0A0DAF73-05DA-4A46-A8B0-FFDCDE679545}","","202308241444","POINT (2682418.2 1244004.8)"
"794","Studackerstrasse 22","ref. Altersheim","Enge/Wollishofen/Leimbach","2","","","Privat","Alterswohnheim Studacker","Züriwasser","775","privater Brunnen","privat","","","","","","nein","","","2682604.16","1243632.227","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/775.jpg","Limmatzone","{1356B830-4102-4A53-8198-652BE24B8D56}","","202308241444","POINT (2682604.2 1243632.2)"
"843","Grenzwies-/Schluhenweg","bei Gebäude Forstamt","Enge/Wollishofen/Leimbach","2","1994","1994","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","1168","Brunnen des Verschönerungsvereins","öffentlich","","","","","","nein","","","2682087.752","1242488.818","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1168.jpg","Brunnennetz","{48422DB8-CA9F-46F4-821A-4307443040AA}","","202308241444","POINT (2682087.8 1242488.9)"
"852","Grenzwies-/Rüteliweg/Dangelweg","","Enge/Wollishofen/Leimbach","2","1986","1903","Verschönerungsverein","Verschönerungsverein Zürich","Quellwasser","716","Brunnen des Verschönerungsvereins","öffentlich","","","Kunststein","Kunststein","","nein","","","2682088.314","1242601.14","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/716.jpg","Brunnennetz","{5776C581-567D-4F73-AA4B-FBB6BBC533F4}","","202308241444","POINT (2682088.2 1242601.1)"
"870","Flühgasse 14","","Riesbach","8","","","Privat","Läubli","Züriwasser","839","privater Brunnen","privat","","","","","","nein","","","2685076.376","1244880.277","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/839.jpg","Limmatzone","{7A0EF399-A6EA-465F-9A1E-1F0FDDD1A222}","","202308241444","POINT (2685076.5 1244880.2)"
"893","Kilchbergstrasse  bei 28","bei Schulhaus","Enge/Wollishofen/Leimbach","2","1977","1977","öffentlich","WVZ","Quellwasser","6011","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2682808.245","1243983.758","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6011.jpg","Brunnennetz","{9D777248-AF74-496E-8AE3-B5769800CC4B}","","202308241444","POINT (2682808.2 1243983.8)"
"920","Hellrainweg/Grenzwiesenweg","Entlisbergkopf","Enge/Wollishofen/Leimbach","2","1934","1924","Verschönerungsverein","Verschönerungsverein Zürich","Züriwasser","729","Brunnen des Verschönerungsvereins","öffentlich","","","","","","nein","","","2681980.663","1242100.21","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/729.jpg","fremde Anlagen","{BF28C33F-B908-4B3C-9F07-4DD6356F1F13}","","202308241444","POINT (2681980.8 1242100.2)"
"922","Moosstrasse/Paradiesstrasse","in der kleinen Grünanlage der ABZ","Enge/Wollishofen/Leimbach","2","1979","1954","Privat","ABZ","Züriwasser","768","privater Brunnen","privat","Aeschlimann & Baumgartner, Architekt","Luigi Zanini","Kunststein, armiert","","Bronze","nein","","","2682388.386","1243257.168","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/768.jpg","HZ Albisrieden-Leimbach","{C63DDDFB-8227-4635-87CC-946AD8E8F50A}","","202308241444","POINT (2682388.5 1243257.1)"
"925","Butzen-/Speerstrasse","","Enge/Wollishofen/Leimbach","2","2005","2006","öffentlich","WVZ","Quellwasser","6084","Notwasserbrunnen","Notwasserbrunnen","","","","","Bronzeguss","nein","","","2682294.516","1243944.254","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Brunnennetz","{CE91F3E6-922D-4650-8FCF-4127EDCE634C}","","202308241444","POINT (2682294.5 1243944.2)"
"943","Kalchbühl-/Widmerstrasse","","Enge/Wollishofen/Leimbach","2","1981","1981","öffentlich","WVZ","Quellwasser","6039","Notwasserbrunnen","Notwasserbrunnen","","","Bronzeguss","","","nein","","","2682737.386","1243431.841","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/6039.jpg","Brunnennetz","{EDB384D7-1794-4A59-B915-D54EB3D4E85D}","","202308241444","POINT (2682737.5 1243431.9)"
"962","Morgentalstrasse/Mutschellenstrasse","","Enge/Wollishofen/Leimbach","2","1961","1935","öffentlich","WVZ","Züriwasser","144","","öffentlich","E. Schäfer, Architekt","P. Vogelsanger","Lauferer Kalkstein","","Lauferer Kalkstein","nein","","","2682454.687","1244276.463","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/144.jpg","Limmatzone","{1CBE1222-4172-4561-AE1D-C69C91466883}","","202308241444","POINT (2682454.8 1244276.5)"
"1012","Kilchbergstrasse/Johannastrasse","","Enge/Wollishofen/Leimbach","2","1896","1896","öffentlich","WVZ","Quellwasser","112","","öffentlich","","","Granit, Modell Enge","Granit","Granit","nein","","","2682877.754","1243834.748","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/112.jpg","Brunnennetz","{3CA9D18F-09B8-4E68-B220-9F3709BD97CC}","","202308241444","POINT (2682877.8 1243834.8)"
"1064","Ostbühlstrasse/Nidelbadstrasse","","Enge/Wollishofen/Leimbach","2","1987","1987","öffentlich","Genossenschaft Neubühl","Züriwasser","1125","","öffentlich","Hans Fischli, 8706 Meilen","Hans Fischli","Naturstein Collonge-rouge","Grosse Tafel, Naturst.Collonge-rouge","Drei Grazie, Bronze auf Naturstein","nein","","","2682888.228","1243037.326","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1125.jpg","HZ Albisrieden-Leimbach","{648FD3B9-1168-48FA-B4F9-3FDDB74A955F}","","202308241444","POINT (2682888.2 1243037.4)"
"1073","Kilchbergsteig/Kilchbergstrasse","Blondatbrunnen","Enge/Wollishofen/Leimbach","2","1928","1929","öffentlich","WVZ","Quellwasser","135","","öffentlich","","Blondat, Paris","Marmor","","Bronze","nein","","","2682718.318","1244136.986","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/135.jpg","Brunnennetz","{6D60CEAD-4863-4B59-830A-3E00DFBCBA90}","","202308241444","POINT (2682718.2 1244137)"
"1100","Auf der Egg Wollishofen","beim  Kinderspielplatz","Enge/Wollishofen/Leimbach","2","1968","1968","öffentlich","GSZ","Züriwasser","166","","öffentlich","","O. Pedretti, Hartsteingeschäft","Tessiner Granit, hell","","","nein","","","2682676.352","1243873.225","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/166.jpg","Limmatzone","{7EEB3F09-5CF7-405D-9046-854FB7A41E65}","","202308241444","POINT (2682676.2 1243873.2)"
"1111","Seestrasse/Albisstrasse","in Anlage","Enge/Wollishofen/Leimbach","2","1984","1943","öffentlich","WVZ","Quellwasser","155","","öffentlich","E. Schäfer, Architekt","","Jurakalkstein","","","nein","","","2682766.974","1244389.312","1943 Erstellungsjahr","","https://wvzm0cun.global.szh.loc/Brunnenbilder/155.jpg","Brunnennetz","{87B7646F-CA55-4B7F-A725-48CCB5449A55}","","202308241444","POINT (2682767 1244389.2)"
"1123","Renggerstrasse/Etzelsteig","","Enge/Wollishofen/Leimbach","2","1992","1900","öffentlich","WVZ","Quellwasser","116","","öffentlich","","","Granit, Modell Enge","","","nein","","","2682631.285","1244483.967","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/116.jpg","Brunnennetz","{90ED7534-9385-48AE-A3D1-BD26AF8DCCDE}","","202308241444","POINT (2682631.2 1244484)"
"1128","Kilchbergstrasse/Widmerstrasse","","Enge/Wollishofen/Leimbach","2","1984","1904","öffentlich","WVZ","Quellwasser","118","","öffentlich","","","St. Triphonmarmor, Model Geiser","St. Triphonmarmor, Model Geiser","","nein","","","2682949.603","1243571.625","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/118.jpg","Brunnennetz","{965A2151-9F81-444A-BBAB-D2B55225AD7C}","","202308241444","POINT (2682949.5 1243571.6)"
"1129","Bellariastrasse/Mutschellenstrasse","Othmar Schöck-Brunnen","Enge/Wollishofen/Leimbach","2","1968","1969","öffentlich","WVZ","Quellwasser","167","","öffentlich","Werner Gantenbein","Peter Meister, Bildhauer","Italienischen Marmor","","Italienischen Marmor","nein","","","2682380.819","1244551.251","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/167.jpg","Brunnennetz","{966C1032-C3AC-4F6F-94CD-AD4FA530AB09}","","202308241444","POINT (2682380.8 1244551.2)"
"1132","Resedastrasse/Flühgasse","","Riesbach","8","1976","","öffentlich","WVZ","Züriwasser","932","","öffentlich","O. Pedretti AG","O. Pedretti AG","Sandstein","Sandstein","","nein","","","2685044.727","1244877.296","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/932.jpg","Limmatzone","{97877F29-A137-45C5-9E80-1B7C9C3FF6C9}","","202308241444","POINT (2685044.8 1244877.2)"
"1151","Seestrasse  336","","Enge/Wollishofen/Leimbach","2","1994","1926","öffentlich","WVZ","Quellwasser","130","","öffentlich","","","St. Imiermarmor","St. Imiermarmor","St. Imiermarmor","nein","","","2682696.128","1244595.778","1926 Erstellungsjahr; 1986 abgebrochen Seestr. 336 und Lager Moos.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/130.jpg","Brunnennetz","{A524FB1B-8ED8-4837-929C-E59B9AF19ADA}","","202308241444","POINT (2682696.2 1244595.8)"
"1171","Nidelbadstrasse/Westbühlstrasse","","Enge/Wollishofen/Leimbach","2","1933","1933","öffentlich","WVZ","Züriwasser","142","","öffentlich","E. Schäfer, Architekt.  H. Ganz, Bildhauer","Richard Hess & Co. Steinindustrie, Zürich","Solothurner Kalkstein","","Solothurner Kalkstein","nein","","","2682900.726","1242908.5","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/142.jpg","HZ Albisrieden-Leimbach","{B32FFD5B-54AC-4171-A3D7-19A1F06ED735}","","202308241444","POINT (2682900.8 1242908.5)"
"1207","Haumesserstrasse/Seestrasse","","Enge/Wollishofen/Leimbach","2","1984","1926","öffentlich","WVZ","Quellwasser","129","","öffentlich","Hochbauamt","","Bollinger Sandstein","Bollinger Sandstein","Bollinger Sandstein","nein","","","2682631.507","1244893.035","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/129.jpg","Brunnennetz","{C7B6EB48-1BA2-4DAE-BB43-2D9E92BA5993}","","202308241444","POINT (2682631.5 1244893)"
"1234","Entlisbergstrasse","Gustav Heinrich-Weg","Enge/Wollishofen/Leimbach","2","1981","1964","öffentlich","WVZ","Züriwasser","163","","öffentlich","","","Castionegranit","","","nein","","","2682081.903","1243526.097","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/163.jpg","HZ Albisrieden-Leimbach","{D954C3B9-4585-4AA9-B0BD-9B9BE8BF9AA2}","","202308241444","POINT (2682082 1243526.1)"
"1235","Lettenholzstrasse/Speerstrasse","","Enge/Wollishofen/Leimbach","2","1992","1991","öffentlich","WVZ","Züriwasser","143","","öffentlich","E. Schäfer, Architekt","Maurer+Hösli, Zürich","Castionegranit","","","nein","","","2682393.341","1243789.694","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/143.jpg","Limmatzone","{D96A0DF0-D8F9-49F3-88AF-AC40481E728F}","","202308241444","POINT (2682393.2 1243789.8)"
"1240","Studackerstrasse bei 8","","","2","2009","2009","öffentlich","WVZ","Züriwasser","164","","öffentlich","Armin Wanger","","Collombey-Kalkstein","Collombey-Kalkstein","","nein","","","2682529.277","1243641.91","2008/09 wurde der Brunnen im Rahmen von Gleiserneuerungs- und Umgestaltungsarbeiten vom Gebäude Albisstr. 105/107 in die Tramendschleife versetzt.","","https://wvzm0cun.global.szh.loc/Brunnenbilder/","Limmatzone","{DADB656E-0F2A-4779-85C2-257DE5B54F07}","","202308241444","POINT (2682529.2 1243641.9)"
"1256","Entlisberg-/Lochenweg","Überdeckung Entlisberg","Enge/Wollishofen/Leimbach","2","2004","2005","öffentlich","WVZ","Züriwasser","1243","","öffentlich","ASP Stern & Partner, Zürich","","Sandstein","","","nein","","","2682056.989","1243130","","","https://wvzm0cun.global.szh.loc/Brunnenbilder/1243.jpg","HZ Albisrieden-Leimbach","{EA73E62D-5B77-44A9-8059-6BB9BC267937}","","202308241444","POINT (2682057 1243130)"
